category,product name,location,price,overall rating,number sold,total review,customer review,sentiment,region,salary
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,"tertera harga aslinya 110rb.. kirain barangnya kualitas premium lah minimal, ternyata yg dateng barang kualitas rendah, packing nya juga asal2an.. payah.",0,banten,2905119.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,"kecewa, sudah di tunggu hampir sebulan, barang gak sampe malah return",0,banten,2905119.0
phones and tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",tangerang,110000,4.7,8821,2533,saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain,0,banten,2905119.0
phones and tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,jakarta barat,125000,4.8,13000,4601,"barang kw.. kalau original, bagian ujung colokan lightning nya berwarna abu, kalau ini wrna putih.. di plat usb jg seperti gbr produk yg palsu.. bagian kiri adalah produk yg dibeli di toko ini, yg kanan adalah kabel original saat beli HP.",0,dki jakarta,5396760.0
phones and tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,jakarta barat,125000,4.8,13000,4601,Socket ujung kendor tidak ori,0,dki jakarta,5396760.0
phones and tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,jakarta barat,125000,4.8,13000,4601,Waktu sampe udah rusak,0,dki jakarta,5396760.0
phones and tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,jakarta barat,125000,4.8,13000,4601,"baru 2x pake nge-cas, dan rusak",0,dki jakarta,5396760.0
phones and tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,jakarta barat,125000,4.8,13000,4601,"Kabel nya kurang bagus , buat ngecas Nymbung masuk keluar lagi ,,",0,dki jakarta,5396760.0
phones and tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,jakarta barat,125000,4.8,13000,4601,aktual nya barang tidak diterima...padahal ini order ke 2 untuk alamat dan penerima yang SAMA,0,dki jakarta,5396760.0
phones and tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,jakarta barat,125000,4.8,13000,4601,jelek mudah rusak,0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,"microphone tidak bekerja, sisi kiri kurang bassnya",0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,Kualitas barang kurang baik,0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,"Yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,,hasilx sama ga bisa pas jadi dengarx ga maksimal",0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,"Pesen warna merah, yg dateng warna hitam. Padahal udaj konfirmasi di chat.",0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,"pengirimannya cepet, tapi barangnya tidak sesuai ekspektasi",0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,"pertama pake normal,, baru 5 menit volume suka kecil sendiri, liat riview disini jg banyak masalah barangnya. . nasib barang promo",0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,plastik SDH terbuka saat barang datang (tidak tersegel) dan minta nya warna biru dpt nya warna hitam,0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,"pengiriman sangat lama, diluar estimasi yg tercantum",0,dki jakarta,5396760.0
phones and tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,jakarta pusat,399000,4.7,1150,812,"baru dateng,baru di coba malah udah copot yg bagian kanan,udah coba di perbaiki trus coba di pake lagi masih copot juga",0,dki jakarta,5396760.0
phones and tablets,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,jakarta pusat,2114000,4.9,17400,4629,"segel beda, seharusnya segel sein seperti yg kecil. seller kurang paham instruksi, seperti barang repack",0,dki jakarta,5396760.0
phones and tablets,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,jakarta pusat,2114000,4.9,17400,4629,"Pengiriman lama, Minta Nota Pembelian tidak di kasi",0,dki jakarta,5396760.0
phones and tablets,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,jakarta pusat,2114000,4.9,17400,4629,"Ga ada kartu garansi, alasannya kalo resmi ga ada kartu garansinya. Aduh boong bgt temen saya sales samsung dan ttp ada. Dari awal dus udah letoy bgt dan robek2. Ini bukan krn kurir, soalnya logika aja bubble wrap tebel kok dus robek sedangkan bubble wrap ga robek sama sekali. Ga ada headset, casan ga di plastik, kertas bawaan semua cuma pake kertas tipis kaya hvs glossy. Bener2 kaya kotak bikina sendiri. Saya udah chat penjual jg ga ada penyelesaian. HPnya sih ga ada lecet baret atau apapun. Smoga awet dan bener asli",0,dki jakarta,5396760.0
phones and tablets,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,jakarta pusat,2114000,4.9,17400,4629,"ribet, pelayanan mengecewakan",0,dki jakarta,5396760.0
phones and tablets,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,jakarta pusat,2114000,4.9,17400,4629,3 penyok parah banget gk layak jual dan sobek parah... padahal udh sering beli dikasihnya jelek banget... GG bang,0,dki jakarta,5396760.0
phones and tablets,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,jakarta pusat,2114000,4.9,17400,4629,Sangat kecewa dengan barang yg di terima segel Samsung sudah terbuka katanya dari sananya di dlm plasti segel ada kartu byu sudah di buka segel pelaatiknya yg makin parah layar banyak sidik jari tertinggal baru buka curiga curang tokonya barang mukin di tukar2 sama yg kw seperti Kepala carger kabel dll hati2 di toko ini harus lebih waspada dan di tanya detail kedua penjelasan juga gak bisa selalu bilang gak tau Kaka dari sana dari sana kalo dari Samsung asli sesuai pembicaraan buat apa Samsung buat segel bahkan ada tulisan jangan terima segel rusak kurang baik pokonya toko ini ngerasa barang bekas,0,dki jakarta,5396760.0
phones and tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,jakarta utara,99000,4.9,5770,3631,"mudah copot di dasbord,lemnya kgk kuat",0,dki jakarta,5396760.0
phones and tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,jakarta utara,99000,4.9,5770,3631,barangnya rusak kak harus diservis dulu...,0,dki jakarta,5396760.0
phones and tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,jakarta utara,99000,4.9,5770,3631,aku baru pakai sebentar patah,0,dki jakarta,5396760.0
phones and tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,jakarta utara,99000,4.9,5770,3631,tidak terlalu nempel dan susah nempel di dashboard !!,0,dki jakarta,5396760.0
phones and tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,jakarta utara,99000,4.9,5770,3631,cepat rusak,0,dki jakarta,5396760.0
phones and tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,jakarta utara,99000,4.9,5770,3631,"Bahan dan konstruksinya tidak kuat, mudah patah.",0,dki jakarta,5396760.0
phones and tablets,Remax True wireless Stereo Earbuds TWS-21 - Putih,jakarta pusat,150000,4.7,449,255,"yg sebelah cuma hidup sebentar, trs mati. dan terasa panas kaya ada yg konslet",0,dki jakarta,5396760.0
phones and tablets,Remax True wireless Stereo Earbuds TWS-21 - Putih,jakarta pusat,150000,4.7,449,255,"mati sebelah , kecewa pedahal udah kek percaya",0,dki jakarta,5396760.0
phones and tablets,Remax True wireless Stereo Earbuds TWS-21 - Putih,jakarta pusat,150000,4.7,449,255,"Prtama brgnya dtg cman bsa nyala sebelah dan gk bsa charge.. mnta garansi tuker baru, malah lbh parah gk bsa nyala kduanya.. gila lah kapok buangin uang aja",0,dki jakarta,5396760.0
phones and tablets,USAMS T22 ADAPTER CHARGER 18W QC3.0 FAST CHARGER,tangerang,98500,4.9,5529,2824,"pengiriman lama, charger tidak fast charging",0,banten,2905119.0
phones and tablets,USAMS T22 ADAPTER CHARGER 18W QC3.0 FAST CHARGER,tangerang,98500,4.9,5529,2824,baru dipakai 1 bulan sudah rusak,0,banten,2905119.0
phones and tablets,USAMS T22 ADAPTER CHARGER 18W QC3.0 FAST CHARGER,tangerang,98500,4.9,5529,2824,"Satu pcs dipakai 1 jam panas, satu lagi tidak bisa fast charging. Dibuang ke tong sampah langsung.",0,banten,2905119.0
mother and baby,Puzzle evamat polos - Tikar evamat - Alas Main Anak-Karpet Puzzle eva - Hitam,jakarta utara,55000,4.9,2337,592,Desain ergonomis. Gampang dipakai,1,dki jakarta,5396760.0
mother and baby,Puzzle evamat polos - Tikar evamat - Alas Main Anak-Karpet Puzzle eva - Hitam,jakarta utara,55000,4.9,2337,592,barang sesuai dan bagus,1,dki jakarta,5396760.0
mother and baby,Puzzle evamat polos - Tikar evamat - Alas Main Anak-Karpet Puzzle eva - Hitam,jakarta utara,55000,4.9,2337,592,Desain ergonomis. Tekstur empuk. Bayi jadi tenang. Gampang dipakai,1,dki jakarta,5396760.0
mother and baby,Puzzle evamat polos - Tikar evamat - Alas Main Anak-Karpet Puzzle eva - Hitam,jakarta utara,55000,4.9,2337,592,Gampang dipakai. Tekstur empuk.,1,dki jakarta,5396760.0
mother and baby,Puzzle evamat polos - Tikar evamat - Alas Main Anak-Karpet Puzzle eva - Hitam,jakarta utara,55000,4.9,2337,592,mantab dah .si kecil suka..terima kasih seller.ama pengiriman nya.terima kasih toko pedia,1,dki jakarta,5396760.0
mother and baby,Puzzle evamat polos - Tikar evamat - Alas Main Anak-Karpet Puzzle eva - Hitam,jakarta utara,55000,4.9,2337,592,"Seller responsif, barang cukup baik dan sesuai harga. Bisa dilihat antar sambungannya kurang pas, saran saya beli warna gelap agar sela2 sambungan matras tidak tampak. overall saya cukup puas kok. thx seller ??",1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,Menggunakan bahan alami. Tidak memicu alergi. Tanpa bahan pengawet. Aman untuk bayi ??.,1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,"barang bagus, packing rapih dan aman, harga murah, pegiriman cepat, thank u seller",1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,Aman untuk bayi ??. trimakasih,1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,produk OK packing bagus pengiriman cepat,1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,"Respon dan proses cepat, pengiriman juga. Toko rekomendasi",1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,"Barang datang sesuai pesanan dan gambar di etalase, juga penjelasan penjual. Puass.Aman untuk bayi ??",1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,"Proses cepat, pengiriman juga cepat, dapet promo juga, Thanks Seller",1,dki jakarta,5396760.0
mother and baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,jakarta selatan,37400,5.0,5309,1636,pengirimannya cepat rapi makasih,1,dki jakarta,5396760.0
mother and baby,Merries Pants Positive Skin L 30,bekasi,50800,5.0,5700,1696,"pengiriman cepat . admin ramah , langganan dah kedepannya",1,jawa barat,2191232.0
mother and baby,Merries Pants Positive Skin L 31,bekasi,50800,5.0,5700,1696,Ukurannya pas. Cepat menyerap. Tidak membuat lecet. Dapat bonus. Terima kasih yaa.,1,jawa barat,2191232.0
mother and baby,Merries Pants Positive Skin L 32,bekasi,50800,5.0,5700,1696,Barang sesuai pesanan. Kualitas bagus baik. Mantap. Packing juga oke. Seller ramah. Pengiriman juga cepat. Fast respons. Recommended seller pokoknya ??,1,jawa barat,2191232.0
mother and baby,Merries Pants Positive Skin L 33,bekasi,50800,5.0,5700,1696,"Ukurannya pas. Cepat menyerap. Tidak membuat lecet. udah langganan. harga murah dpt yg +2 lagi, trs dikasi sample susu. sukses selalu seller...",1,jawa barat,2191232.0
mother and baby,Merries Pants Positive Skin L 34,bekasi,50800,5.0,5700,1696,trimkasih bonus nya,1,jawa barat,2191232.0
mother and baby,Merries Pants Positive Skin L 35,bekasi,50800,5.0,5700,1696,Barang udah sampai dan diterima sesuai pesanan.. top markotop gan.. mantap lah pkk nya gan.. thx u gan.. ????,1,jawa barat,2191232.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,"produk bagus, ukuran pas, original",1,dki jakarta,5396760.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,"kualitas barang bagus, dengan harga yg worth the money...bahan nya halus dan tidak gatal kata istri saya.",1,dki jakarta,5396760.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,korset paling mantap. gak gatal dan nutup perut sepenuhnya. ga lepas2 juga saat duduk,1,dki jakarta,5396760.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,respon cepat dan barang cepat sampai. terima kasih.,1,dki jakarta,5396760.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,nyaman bagus. ini udah turun size dari L yg kmren beli. yg size L mamaku yg pake. nyaman jg katanya. thanks mamaway :),1,dki jakarta,5396760.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,"nyaman digunakan, membantu mengecilkan perut setelah melahirkan",1,dki jakarta,5396760.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,ini enak bgt di pakai setelah caesar. di pakai saat duduk jg nyaman tidak bikin sakit. rekomen pokok nya.,1,dki jakarta,5396760.0
mother and baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",jakarta utara,1200000,4.9,2236,1213,sesuai ekspetasi..??,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,packing supeeerr rapi dan aman sampai rumah thank you seller semakin lancar usahanya,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,mantulllll....??????Tidak memicu alergi. Menggunakan bahan alami. Aman untuk bayi ??. Tanpa bahan pengawet.,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,packing sangat aman . selalu puas thx seller sukses,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,pengiriman sangat cepat respon penjual juga baik packing amat bangt terima kasih seller,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,Terima kasih atas pelayanannya yang baik dan cepat senang belanja di sini semoga sukses selalu untuk tokopedianya,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,bakal langganan packing amaannnnnnn ??,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,puas blnj disni.bsok bli lgi.peking jga bgus.free kardus dan bubble didlamnya.trimksih,1,dki jakarta,5396760.0
mother and baby,Minyak Telon My baby 150 150ml,jakarta barat,31478,4.9,34300,5679,barang sesuai dan pengiriman cepat,1,dki jakarta,5396760.0
mother and baby,Mama's Choice Baby Calming Tummy Oil 55 ml,jakarta timur,119000,5.0,1726,889,"baik,packing aman pengiriman cepat",1,dki jakarta,5396760.0
mother and baby,Mama's Choice Baby Calming Tummy Oil 55 ml,jakarta timur,119000,5.0,1726,889,faster better cheaper,1,dki jakarta,5396760.0
mother and baby,Mama's Choice Baby Calming Tummy Oil 55 ml,jakarta timur,119000,5.0,1726,889,"anak saya dari lahir sampai skrg setia pakai ini, suka sekali.",1,dki jakarta,5396760.0
mother and baby,Mama's Choice Baby Calming Tummy Oil 55 ml,jakarta timur,119000,5.0,1726,889,paket sampai dgn selamat. semoga cocok.,1,dki jakarta,5396760.0
mother and baby,Transpulmin Baby Balsam - 20gr,jakarta timur,71390,4.9,4098,1925,Menggunakan bahan alami. Melembabkan kulit bayi. Aman buat kulit bayi. Nggak memicu alergi. Penjualnya ramah banget.,1,dki jakarta,5396760.0
mother and baby,Transpulmin Baby Balsam - 20gr,jakarta timur,71390,4.9,4098,1925,"thankyou, sesuai pesanan, pengemasan jg cepat...",1,dki jakarta,5396760.0
mother and baby,Transpulmin Baby Balsam - 20gr,jakarta timur,71390,4.9,4098,1925,"Saya sudah langganan beli Transpulmin Baby di toko ini (Menarini Health & Beauty) dan juga produk lainnya. Respon toko cepat dan Transpulmin Baby ini sangat cocok dgn kulit bayi. Cepat meredakan flu & batuk pada bayi. Menngunakan bahan alami, melembabkan kulit bayi, aman buat kulit bayi, tanpa bahan pengawet, dan tidak memicu alergi. Pokoknya mantul deh.. ??????",1,dki jakarta,5396760.0
mother and baby,Transpulmin Baby Balsam - 20gr,jakarta timur,71390,4.9,4098,1925,Menggunakan bahan alami. Aman buat kulit bayi. Nggak lengket. Nggak memicu alergi. Melembabkan kulit bayi. Tanpa bahan pengawet. Packaging rapi. Packaging aman ??. Respon penjualnya top. Proses pesanan cepat. Penjualnya ramah bange,1,dki jakarta,5396760.0
mother and baby,Transpulmin Baby Balsam - 20gr,jakarta timur,71390,4.9,4098,1925,Menggunakan bahan alami. Melembabkan kulit bayi. Tanpa bahan pengawet. Aman buat kulit bayi. Nggak lengket. Nggak memicu alergi. Proses pesanan cepat. Penjualnya ramah banget. Respon penjualnya top. Packaging aman ??. Packaging rapi.,1,dki jakarta,5396760.0
mother and baby,Transpulmin Baby Balsam - 20gr,jakarta timur,71390,4.9,4098,1925,Menggunakan bahan alami. Nggak memicu alergi. Tanpa bahan pengawet.,1,dki jakarta,5396760.0
mother and baby,Transpulmin Baby Balsam - 20gr,jakarta timur,71390,4.9,4098,1925,sesuai deskripsi Aman buat kulit bayi. Melembabkan kulit bayi. Nggak memicu alergi. Nggak lengket.,1,dki jakarta,5396760.0
